"ArchiveBatch","Section","FileName","Extension","Bytes","Modified","SHA256","RelativePath"
"2026-07-23_V4前研发资料","01_模块研发源资料","多能源互补体系_v2.3_4.3.md",".md","13140","2026-07-16 12:20:27","46FF7F6A54561AC36E0C67890491C67A2E2E3FF855A0F010A1480FAF45DF443F","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\互补体系模型\多能源互补体系_v2.3_4.3.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","bus_balance_4_4_v3.m",".m","3189","2026-07-14 15:56:56","025BE7CF6DD1D86C00557D5063CC92D96FE12C47D7D3253E790E994581A4D292","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\源侧模型\bus_balance_4_4_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","demo_marine_source_hub_v3.m",".m","2818","2026-07-16 15:18:45","9CEA5F304DEB49DDB14992F9A4C687DED5CECF62658002C97263BDA859218F82","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\源侧模型\demo_marine_source_hub_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","marine_source_hub_v3.m",".m","1353","2026-07-15 15:40:06","1C605BF21EF11662F0FAA45B38C7C46FDDE374C12D368360B1ADA55763319BE0","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\源侧模型\marine_source_hub_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","海洋能源岛源侧模型_v2.md",".md","22086","2026-07-16 12:20:24","F3DA606D402CAE63BD7F27091395CC80ABC750873D7780ADD5EC14B1649BA778","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\v2\源侧模型\海洋能源岛源侧模型_v2.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","README.md",".md","2054","2026-07-17 11:44:50","1984176820E0CDE551DB3BA2C24BE76F876C48F91FE5E0089F09C6628843C9A8","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\README.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","run_all_tests_4_3_v3.m",".m","3717","2026-07-17 15:35:51","6E84F6966634E41471FBCFCC8021944473DA77AF4C483B9BAC1969F223E27F4A","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\测试\run_all_tests_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","tidal_current_dispatch_v2.m",".m","14997","2026-07-16 12:21:41","F72FFBB6D738DA4F811A0172171664E2C56DF5D4D0AF948D1CF3F3F69D9088AC","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\潮流能模型\tidal_current_dispatch_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","floating_wind_dispatch_v2.m",".m","12534","2026-07-16 12:54:24","7CA61ADD6AD898DD116FDF6DE9D8298D44DB5F15CBA82E70F6146D59FC97F327","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\风电模型\floating_wind_dispatch_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","floating_pv_dispatch_v2.m",".m","14858","2026-07-16 12:54:27","4DC074F6A6C4CFB6DF6904EA99EC45045C7F8BC8B435AABD577A074193EA5D5C","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\光伏模型\floating_pv_dispatch_v2.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","compare_source_portfolios_4_3_v3.m",".m","1283","2026-07-17 11:11:29","763EA2343BCA7AFA10159781AEB2414E078346C39885DAC582792F47F96F3AB9","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\互补体系模型\compare_source_portfolios_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","device_output_to_source_4_3_v3.m",".m","4671","2026-07-16 12:25:49","4C884F0F6A430DE68AA0E76FF4043F6D7DD99A5C211ADC64BC6B0006D76F93E3","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\互补体系模型\device_output_to_source_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","evaluate_scenario_coverage_4_3_v3.m",".m","1323","2026-07-17 15:35:27","40C3FB0328376CEA08B80084DBAB67ADA904F10A202DBFA8DEB63D9BF2780995","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\互补体系模型\evaluate_scenario_coverage_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","source_aggregation_4_3_v3.m",".m","10657","2026-07-16 12:23:18","FD9DB3183C704960FE860A52D8702EA697ECC47BFEB9079499014FEA892449D2","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\互补体系模型\source_aggregation_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","source_complementarity_metrics_v3.m",".m","2914","2026-07-17 11:11:25","CB925981A829B5274B07E64854DE5C897B67DC71F5CD66AA8E5F3FBD6F061541","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\互补体系模型\source_complementarity_metrics_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","source_state_dictionary_4_3_v3.m",".m","962","2026-07-17 15:35:25","05D3DF4865711236B2098A10AE5CE92C7C5C910EDB128E4676EA35D70DDDAD0F","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\互补体系模型\source_state_dictionary_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","validate_joint_scenarios_4_3_v3.m",".m","1821","2026-07-17 11:11:27","3CCC2118C54540A92DE6803E500605080BCD2398499EA26D8EF6934B1F45EB69","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\互补体系模型\validate_joint_scenarios_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","figure_4_3_boundary_interface.png",".png","88169","2026-07-17 16:09:58","6596FBE370F401A4D0CC07211591E234AD139043454C394923DD9A79CE6215C2","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\figures\figure_4_3_boundary_interface.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","figure_4_3_device_to_poi.png",".png","145925","2026-07-17 16:10:01","2991B04DCEDB7B9D5B48D286A632BACCE2C55475E75348C5D3D9DBE4F24DF4EE","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\figures\figure_4_3_device_to_poi.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","figure_4_3_multiscale_metrics.png",".png","127950","2026-07-17 16:10:14","D3A52F0BF9CD1D25EA90594EDEBE86D2264EFE47559610F180208E5DDAB0D85C","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\figures\figure_4_3_multiscale_metrics.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","figure_4_3_scenario_fan_coverage.png",".png","183687","2026-07-17 16:10:19","A1418459F0CFC3A7CDB51EB83428D2142D20E730323318E599B0AE41C9ED7E1F","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\figures\figure_4_3_scenario_fan_coverage.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","figure_4_3_state_constraint.png",".png","88745","2026-07-17 16:10:23","7B6BD3F1EEA104D62A0444196A83D8A8BDCB9CC8321A88403AA4E3591E4B77F4","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\figures\figure_4_3_state_constraint.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","figure_4_3_typical_extreme_output.png",".png","240221","2026-07-17 16:10:07","834A084D08927F3F8339D40C379BD66F5DFBBE483FDACF55451AC76CCFBB4399","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\figures\figure_4_3_typical_extreme_output.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","report_artifacts_4_3_v3.mat",".mat","1265621","2026-07-17 16:10:23","575E369A0DA595DAA583C8AFA7493CAF0799F8047E481D9B4BEB93EFE9A13D66","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\report_artifacts_4_3_v3.mat"
"2026-07-23_V4前研发资料","01_模块研发源资料","report_constraint_reason_dictionary.csv",".csv","216","2026-07-17 16:09:49","9A967F1AD8052063F18BD42CDCB5F98ED22E270CBC424795E3317785255A5570","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\report_constraint_reason_dictionary.csv"
"2026-07-23_V4前研发资料","01_模块研发源资料","report_operating_state_dictionary.csv",".csv","245","2026-07-17 16:09:49","2E89C4C866810235EB9DC39DEA1B49C7F787CFA28CD8F82318AD706CCF8A4459","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\report_operating_state_dictionary.csv"
"2026-07-23_V4前研发资料","01_模块研发源资料","report_portfolio_comparison.csv",".csv","332","2026-07-17 16:09:49","32B43337F61A854055BE1D5813F060ECE2D17115359A4CAA1DC97D046C3D6EAB","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\report_portfolio_comparison.csv"
"2026-07-23_V4前研发资料","01_模块研发源资料","report_scenario_coverage.csv",".csv","175","2026-07-17 16:09:49","5D0E19CED633E1798A9E3DF51634C59A743F4925C5253F56A015845D4DE02844","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\report_scenario_coverage.csv"
"2026-07-23_V4前研发资料","01_模块研发源资料","version3_demo_result.mat",".mat","198597","2026-07-17 11:39:15","5D19DCB03E0C6B72566B3A180A699E05B53F051E4C0FE445841299FDA084140E","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\version3_demo_result.mat"
"2026-07-23_V4前研发资料","01_模块研发源资料","version3_demo_results.mat",".mat","198597","2026-07-17 14:54:50","AFA7AE40EFF91EFD6D24677630BA34CBAB50D03ECDDA6C1D1DAD45AFC2B97AFC","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\version3_demo_results.mat"
"2026-07-23_V4前研发资料","01_模块研发源资料","version3_test_report.mat",".mat","1076","2026-07-17 14:54:20","B8BDA8363199835B5A92C775B2C21207694F4939CD642A68F2917596A7DD3040","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\version3_test_report.mat"
"2026-07-23_V4前研发资料","01_模块研发源资料","version3_test_report_v2.mat",".mat","1099","2026-07-17 15:37:02","42884C85DF158B7DA181A2BE7EAC781D9CACE9571CD5CD50CD24554CCF66F796","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\version3_test_report_v2.mat"
"2026-07-23_V4前研发资料","01_模块研发源资料","三方案对照结果.csv",".csv","231","2026-07-17 14:54:54","5039C5A60F15A2070704F425B79F2AB35D5F306B7D523277B0661C47E4FEB66A","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\输出\三方案对照结果.csv"
"2026-07-23_V4前研发资料","01_模块研发源资料","4.3初稿_V3.md",".md","6475","2026-07-17 14:58:17","DC23B3147FA2AA473AA7E5E0DFDDD795A1228C0235C67AA447D1A98FC5E68866","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\文档\4.3初稿_V3.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","4.3多能源供给模型完整报告_V3.md",".md","20866","2026-07-17 19:13:11","39244A129A4A9E8E0656BD0852A2F55984E64E42C5EC81E32B4769C69F320BF6","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\文档\4.3多能源供给模型完整报告_V3.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","Version3修改与验收说明.md",".md","2212","2026-07-17 11:44:52","CC68CA24DB586C55D4A6A833944BE84CDC8D9E72A712A986C02ECF4F2BE6D5C8","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\文档\Version3修改与验收说明.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","参数可识别性清单.md",".md","5503","2026-07-16 12:49:21","8BC71B5A1853E7509AD322DC65791C2D2AA46A71EC3A5D1ED2F8945BD12C3265","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\文档\参数可识别性清单.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","多能源互补体系_v2.3_4.3.md",".md","13140","2026-07-16 12:20:27","46FF7F6A54561AC36E0C67890491C67A2E2E3FF855A0F010A1480FAF45DF443F","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\文档\多能源互补体系_v2.3_4.3.md"
"2026-07-23_V4前研发资料","01_模块研发源资料","demo_portfolio_comparison_4_3_v3.m",".m","1675","2026-07-17 11:12:25","5EA2E720978B655BA134907ED788C3D16A2C7AFF3491007563A38219055242A9","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\演示\demo_portfolio_comparison_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","demo_version3_4_3.m",".m","412","2026-07-17 11:12:27","E4BFE48BF1D942461757B8CE5CA6DF39AEA823A0652F51CFF18B58F4A0D2648A","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\演示\demo_version3_4_3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","generate_report_artifacts_4_3_v3.m",".m","14031","2026-07-17 16:08:37","7512CB20AE0DF6C028C45E5CA5F03A3289A3926489301A2A8E3752A06AF6A3E4","2026-07-23_V4前研发资料\01_模块研发源资料\4.3多源能源\version3\演示\generate_report_artifacts_4_3_v3.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","builder.py",".py","299","2026-07-20 16:32:05","595831B16DD9F1CD1688D763AB2F3A7E655CCEFD6FD8FAF53C559DC47B5273E1","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\builder.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","__init__.py",".py","664","2026-07-20 16:32:05","0291B8CAD751324766BA736D06A8473ABE4D3B746052D231B06B87BAE913C03C","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\core\__init__.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","components.py",".py","14400","2026-07-20 16:32:05","15C15EBF7DD9838E5D281F3B45A8D3C40C93264B91F0952D5AE9D8888407C3E3","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\core\components.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","losses.py",".py","2926","2026-07-20 16:32:05","6E1FF5EEDEF081589A49CCF583BF4FCE9CCC778385DC6DFECE22AB58CCA23EB0","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\core\losses.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","ports.py",".py","3933","2026-07-20 16:32:05","56409970EB3B1A15FF62F62354C74E3F12C50F97C40B3FE52F0E9BD3BA036DEC","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\core\ports.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","power_balance.py",".py","8928","2026-07-20 16:32:05","367C607290E8E2D2BD23DABACC32A0A8CA3FF9058EC540BD5D5403C96E815C41","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\core\power_balance.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","reserve.py",".py","2341","2026-07-20 16:32:05","F881682622C00580B88403D38EA8ED087658381999A89CA2D282B32643E3DD6C","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\core\reserve.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","fix_imports.py",".py","1003","2026-07-20 16:32:05","4801736609480461E36D03F2301C01ACA1DE968E0B416D111F73B4A6D7C0B7C6","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\fix_imports.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","gen_all.py",".py","20167","2026-07-20 16:32:05","7FDC77EB5FBB585FC4CA51BFD5CD66221E8EE081ABE665D1A55C32443A197BD2","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\gen_all.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","main.py",".py","2523","2026-07-20 16:32:05","EFFE34CD209B8FF8DCC76D70F0B16119C267EDFBDB1ECF4A1C3F5E942E291970","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\main.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","report_gen.py",".py","4986","2026-07-20 16:32:05","07B823BFC7F3CE40AD9965A70323FBFB0CC0926A7D8F1073A80F93161B632936","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\report_gen.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","run_model.py",".py","229","2026-07-20 16:32:05","A0FCC382FE19EDF97941EF2AE044E5243E56127AD488CC4FB0BF970EC8B74107","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\run_model.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","__init__.py",".py","204","2026-07-20 16:32:06","E17A81BE7FD2C5C37B10FC7B0F8857E574EE430FABB9E7CB35FAC5BDAEF79F5B","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\scenarios\__init__.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","base_scenarios.py",".py","2165","2026-07-20 16:32:06","496279A4C814973A216C2732E35C4F2051590F0B858188F9AE08A7092B935635","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\scenarios\base_scenarios.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","test_plots.py",".py","2805","2026-07-20 16:32:05","374094B102DEFBD53795E75A248AEEE4D2CF107613285A2F056D4A9C47B20E7B","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\test_plots.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","__init__.py",".py","165","2026-07-20 16:32:06","F51E631F1D5266D0614D931456AF49077B5C7A2168C15E94C4DB863A632280D0","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\visualization\__init__.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","plots.py",".py","5606","2026-07-20 16:32:06","5907BF16C4CB7EE12616972E5F452D345E621598CA4B7E638A989D6B799517D0","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\energy_island_model\visualization\plots.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","builder.py",".py","438","2026-07-20 16:32:06","403472871912437E298D277B9C4721E2E224F67A575C0AF87038385C5F9EFB80","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_power_balance\builder.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","__init__.py",".py","1814","2026-07-20 16:32:06","3AB8177B9BA30C432C9371F803E534AEE37FC66DE5BD69A8F586FA575151E773","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_power_balance\core\__init__.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","fix_and_run.py",".py","473","2026-07-20 16:32:06","FADE90383F87761ECAEBA5A690C0FD6B493FAC35242CC64AC89862E62589805B","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_power_balance\fix_and_run.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","fix_model2.py",".py","569","2026-07-20 16:32:06","07080B0045B1E1CE5CBC417BDB8C408CFE4480AD1EEEC9F6404CA9740D8D6E23","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_power_balance\fix_model2.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","fix_v3.py",".py","518","2026-07-20 16:32:06","91A2C073F8AD4297001273CA7B5522A5748F6D7505031A7D4C927AA93B96E728","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_power_balance\fix_v3.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","model.py",".py","10866","2026-07-20 16:32:06","BD667136C72624527BA1AB1051483502B8E77952A8FD0016760AFF297564D8A0","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_power_balance\model.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","report_gen.py",".py","3394","2026-07-20 16:32:06","351062D7B38507941CDE30CD0CFEEA63C0784B23FEB85F07B2CC4772670D181B","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_power_balance\report_gen.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","test_fixed.py",".py","592","2026-07-20 16:32:06","1B28B7A0E0D24221A5E30EEB51D8003B41CEAA2B38CABD25D9F73623339BCE1A","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_power_balance\test_fixed.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","test_model.py",".py","672","2026-07-20 16:32:06","09702B4567C1B4C8FB5AB1FF9B41FEBA271E5A4D309B27D01BC0F1572A874564","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_power_balance\test_model.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","charts.py",".py","5050","2026-07-20 16:32:06","BF8D282B670A402468BF2D0E37EC2858B0CC3C3DE7C446CCDD843DA5D2A83F5E","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_v2\charts.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","check.py",".py","135","2026-07-20 16:32:06","64ACE4E443D192F7E5B39C1C6E2342C494A2767108F829CA09655ACF17E9DB23","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_v2\check.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","final_report.py",".py","5730","2026-07-20 16:32:06","2DE18B562C450B1671C873209126D0EDDA6913DF14A6175F9A7C317541946262","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_v2\final_report.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","fix_charts.py",".py","510","2026-07-20 16:32:06","C5F74265F45EE1DE0195971CB9B85470D883A079A6692119E6FD23D5C901F5A4","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_v2\fix_charts.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","fix_charts2.py",".py","703","2026-07-20 16:32:06","2D75532165EC24FE8B008218F7E18A0ADAA07A8ECD975595CD39765796815503","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_v2\fix_charts2.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","fix_del.py",".py","362","2026-07-20 16:32:06","09362865CBDBEC9226F8CC3A73FEB349BF6D9F5E38CF77224803F1B976F6444B","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_v2\fix_del.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","fix_fstring.py",".py","314","2026-07-20 16:32:06","414414AC0CE895500ADA0F17DF3748A400A463DA55671745A61745E1946E359D","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_v2\fix_fstring.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","fix_gen.py",".py","448","2026-07-20 16:32:06","FA4B12952EC4A931962246FA46871D3E819A444FFC1CB11B74EE93D4B932782D","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_v2\fix_gen.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","fix2.py",".py","425","2026-07-20 16:32:06","1EAA4E6E93093918B7A5AE7266933CFBA795CE2A7F387A06AB32F332003A42E9","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_v2\fix2.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","fix3.py",".py","721","2026-07-20 16:32:06","316C215CB839951519ED0487E9B8E01115052310EBB62926A01399FC1D169788","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_v2\fix3.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","gen.py",".py","10418","2026-07-20 16:32:06","39CC1AEF548461CC4620C0707AA198716E029F1F1C69D5D7CE16E61EDA515C61","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_v2\gen.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","gen_clean.py",".py","8066","2026-07-20 16:32:06","72C07AAFFB76883DA0A9FD80C874586C691FA041AB245CA3161E5249D504C7BD","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_v2\gen_clean.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","run_full.py",".py","4284","2026-07-20 16:32:06","824F948F48914EF936CBBBF07C10ABA02A1FC9DE8055B8B9EB480D22894C59AC","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\island_v2\run_full.py"
"2026-07-23_V4前研发资料","01_模块研发源资料","base_scenario.png",".png","124209","2026-07-20 16:32:06","0020C5A56E7370D00957AC15F5E0D21BF31020225DA71DAA2AB15C951A41761B","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\outputs\base_scenario.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","param_sweep.png",".png","330776","2026-07-20 16:32:06","A00D5EB5365681E9EDF5F8273FFC0C873479C0A0C978DF5E358EDFA75E2542F3","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\outputs\param_sweep.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","stress_scenario.png",".png","134247","2026-07-20 16:32:06","4F91EA465C4784E52761036E14CF7CC668DC5426644EDCB7C8CE39900E24E024","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\outputs\stress_scenario.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","system_overview.png",".png","83186","2026-07-20 16:32:07","8BF54BFE8CD19332CE63397B99A5991210657A71EEA42B0A8F72E57B8CA09A87","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\outputs\system_overview.png"
"2026-07-23_V4前研发资料","01_模块研发源资料","报告.pdf",".pdf","870563","2026-07-20 16:32:05","324065756AD2F66422CC9B2FCC42316D2EBCCA5D913E048B80706F916EBB2155","2026-07-23_V4前研发资料\01_模块研发源资料\4.4PowerSubModel\报告.pdf"
"2026-07-23_V4前研发资料","01_模块研发源资料","blue_hub_demo_and_figures.m",".m","24626","2026-07-17 09:54:18","744B606AF59D8FB15233354C7CED8FA6455DF5AEBCB2E6211CB2A29C5DDDA830","2026-07-23_V4前研发资料\01_模块研发源资料\4.5制氢与电池氢储\blue_hub_demo_and_figures.m"
"2026-07-23_V4前研发资料","01_模块研发源资料","电能制氢建模文档_完善版.docx",".docx","1282479","2026-07-17 09:54:17","5C5823EAF0C4B34BF7A5D69AAE0AF65CCB42CFF4E38545F12789741E7633A54E","2026-07-23_V4前研发资料\01_模块研发源资料\4.5制氢与电池氢储\电能制氢建模文档_完善版.docx"
"2026-07-23_V4前研发资料","01_模块研发源资料","电能制氢模型多表合一.xlsx",".xlsx","40387","2026-07-17 09:56:52","242873A436540B4AA495DA4051A6830818C3B311B5786C0E4AB0FDA295F609C8","2026-07-23_V4前研发资料\01_模块研发源资料\4.5制氢与电池氢储\电能制氢模型多表合一.xlsx"
"2026-07-23_V4前研发资料","01_模块研发源资料","default.json",".json","839","2026-07-19 03:43:42","1836F7E61D68D0DDA9ED7C5F4C5B3BB9EE5EC495731C6147BB691DEE5A54B8E3","2026-07-23_V4前研发资料\01_模块研发源资料\4.6算力负荷\DC_model_v2_1\config\default.json"
"2026-07-23_V4前研发资料","01_模块研发源资料","CURRENT_UDC_DATA_CHECK.md",".md","699","2026-07-19 03:43:42","736EBFF46A6942F16706D3565349AF5BEA75E83629FEAF2F8500A47F209587EE","2026-07-23_V4前研发资料\01_模块研发源资料\4.6算力负荷\DC_model_v2_1\CURRENT_UDC_DATA_CHECK.md"
