"RelativePath","Bytes","SHA256"
"modules\4.8_objectives\model\v4_levelized_source_cost_4_8.m","2456","A51CCBB45935C59C55BDB1AE0503FA79AD394485466E266D3ACA11EFE0004071"
"modules\4.8_objectives\model\v4_objective_parameters_4_8.m","2130","F60D6D7E906B79964F60357E5FE7E617FEDCE7F1AAB9A1D72174532B98E1E00F"
"modules\4.8_objectives\model\v4_public_generation_cost_benchmarks_4_8.m","2384","9E8E183F00D6360DE972A90158F6B50EA5F40C78C9B8E41CCA42E9B897B1550C"
"modules\4.8_objectives\model\v4_validate_evaluation_4_8.m","2972","947A8F6F5CA1FB7B6461F7A1E6E061631136072E3D19301970AD149C5B0BCA04"
"modules\4.8_objectives\README.md","1865","AB8AE1A965774CC76C4734DC26BB4651FE76C0983CAA2DC299FC6C9F4FFD99EC"
"modules\4.9_dispatch\docs\4.9调度与求解说明.md","9853","79636B6B927C2537A1D42FA56DBB01ED333FB21300F0C8BB60AFBD6CDA943C45"
"modules\4.9_dispatch\model\test_v4_dispatch_scenarios_4_9.m","2730","7E69506CE0C431CA2A9178300678D0C35CC6E979DAE9D8CCB3D0F68C9847368C"
"modules\4.9_dispatch\model\test_v4_post_compute_redispatch_4_9.m","3351","A2F9A0AD98A137F6418EAC58F67E72E6BB84CA1B27D7B185F6AE2E696C8E2F81"
"modules\4.9_dispatch\model\test_v4_terminal_path_rules_4_9.m","4351","749871908142B736CA606CBD105A7B9EF7EDCBA442F658835E8D610EBE96C58A"
"modules\4.9_dispatch\model\v4_dispatch_4_9.m","21826","2095373C5F9DC8A1AD77684BA72E1BFBC425161CB03CE31B5D968E89DD3D2C92"
"modules\4.9_dispatch\model\v4_reconcile_actuals_4_9.m","1501","7EA7DDB21F23A5638D789C1CACE5E3B699FD1A6B999E35BB1430DCFEF852E752"
"modules\4.9_dispatch\model\v4_redispatch_after_compute_4_9.m","3603","74C97D031B093AED3D5741E8193D6BB6806CD70896F13A4E40D7BB06A934B90F"
"modules\4.9_dispatch\model\v4_validate_dispatch_4_9.m","6561","C62F4C5ACC538CB187C77D2C0F61F82BDA9EAC6A725669F4861459B3D6BEA5A3"
"modules\4.9_dispatch\README.md","3507","A79E6D8C6AD9AFAFAC6012982D5033235ABC099A42EA8345A2C8B0827EFFEEA2"
"modules\README.md","843","2DBFCE3C488E61839D079338EE6855A99F13A371B0AD5B1BD384975C7DDF7767"
"README.md","8511","A2F887D383648921947E38BDFCE56601DFE7FF96B1027B560A177FA13B3365DD"
"run_all_tests_v4.m","7681","EA0D42ED77EBAFE8B6BB9A0FACD674BF96791A773F6F2A744D329426BF3DF760"
"run_v4_integration.m","20821","EFCF48CAB1BC48349C23628FAB7789F709B919C891EC39B215BE2DFE30DB1894"
"V4第四章整体章节文案.md","34955","BC218DE881D5EB3F2F9F636BF4E80F35FEE371646CB945FA33540CFD500CF4BA"
"V4模块任务完成度与去重审查.md","23168","B29BCBA764C8B3A44E54CE5F7ED161EB0FCB48EDA8D3394FDD39C40CBE7FA621"
"V4文档代码图像一致性检查报告.md","7528","05926C0499F0E051CCBD503448C85CE3D2401561E390E34DB149C218C883644A"
"V4整合说明与验收清单.md","6240","AEB7599C697066B1BC9F9492566A8C3695256E898171730665B2480AA28C2591"
